rag_place_id,name,province,city,area,address,category,category_main,category_sub,short_description,rating,quality_score,recommended_use,requires_realtime_check,current_images_json,source_url,source,destination_group,official_search_query,image_search_query,wikimedia_search_query,source_page_search_query,notes_for_human_check
BT_0061,Bãi Nhỏ - Gành Hang,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Bãi Nhỏ - Gành Hang Phú Quý Bình Thuận ảnh chính thức du lịch,Bãi Nhỏ - Gành Hang Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Bãi Nhỏ - Gành Hang Phú Quý Bình Thuận Wikimedia Commons,Bãi Nhỏ - Gành Hang Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0062,Hồ vô cực Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Hồ vô cực Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Hồ vô cực Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hồ vô cực Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Hồ vô cực Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0063,Hòn Tranh,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Hòn Tranh Phú Quý Bình Thuận ảnh chính thức du lịch,Hòn Tranh Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hòn Tranh Phú Quý Bình Thuận Wikimedia Commons,Hòn Tranh Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0064,Hòn Đen Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Hòn Đen Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Hòn Đen Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hòn Đen Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Hòn Đen Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0065,Dốc Phượt Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Dốc Phượt Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Dốc Phượt Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Dốc Phượt Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Dốc Phượt Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0066,Cột cờ Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Cột cờ Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Cột cờ Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Cột cờ Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Cột cờ Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0068,Chợ Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Chợ Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Chợ Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Chợ Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Chợ Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0069,Cảng Phú Quý,Bình Thuận,Bình Thuận,Phú Quý,"Phú Quý, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Phú Quý.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - đảo Phú Quý,Cảng Phú Quý Phú Quý Bình Thuận ảnh chính thức du lịch,Cảng Phú Quý Phú Quý Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Cảng Phú Quý Phú Quý Bình Thuận Wikimedia Commons,Cảng Phú Quý Phú Quý Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0070,Hồ Biển Lạc,Bình Thuận,Bình Thuận,Tánh Linh,"Tánh Linh, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Tánh Linh.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Hồ Biển Lạc Tánh Linh Bình Thuận ảnh chính thức du lịch,Hồ Biển Lạc Tánh Linh Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hồ Biển Lạc Tánh Linh Bình Thuận Wikimedia Commons,Hồ Biển Lạc Tánh Linh Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0071,Thác Bà Tánh Linh,Bình Thuận,Bình Thuận,Tánh Linh,"Tánh Linh, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Tánh Linh.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Thác Bà Tánh Linh Tánh Linh Bình Thuận ảnh chính thức du lịch,Thác Bà Tánh Linh Tánh Linh Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Thác Bà Tánh Linh Tánh Linh Bình Thuận Wikimedia Commons,Thác Bà Tánh Linh Tánh Linh Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0072,Khu bảo tồn thiên nhiên Núi Ông,Bình Thuận,Bình Thuận,Tánh Linh,"Tánh Linh, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Tánh Linh.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Khu bảo tồn thiên nhiên Núi Ông Tánh Linh Bình Thuận ảnh chính thức du lịch,Khu bảo tồn thiên nhiên Núi Ông Tánh Linh Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Khu bảo tồn thiên nhiên Núi Ông Tánh Linh Bình Thuận Wikimedia Commons,Khu bảo tồn thiên nhiên Núi Ông Tánh Linh Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0073,Thác Reo Đức Linh,Bình Thuận,Bình Thuận,Đức Linh,"Đức Linh, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Đức Linh.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Thác Reo Đức Linh Đức Linh Bình Thuận ảnh chính thức du lịch,Thác Reo Đức Linh Đức Linh Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Thác Reo Đức Linh Đức Linh Bình Thuận Wikimedia Commons,Thác Reo Đức Linh Đức Linh Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0074,Hồ Hàm Thuận - Đa Mi,Bình Thuận,Bình Thuận,Hàm Thuận Bắc,"Hàm Thuận Bắc, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Hàm Thuận Bắc.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Hồ Hàm Thuận - Đa Mi Hàm Thuận Bắc Bình Thuận ảnh chính thức du lịch,Hồ Hàm Thuận - Đa Mi Hàm Thuận Bắc Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hồ Hàm Thuận - Đa Mi Hàm Thuận Bắc Bình Thuận Wikimedia Commons,Hồ Hàm Thuận - Đa Mi Hàm Thuận Bắc Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0075,Thác 9 tầng Đa Mi,Bình Thuận,Bình Thuận,Hàm Thuận Bắc,"Đa Mi, Hàm Thuận Bắc, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Hàm Thuận Bắc.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Tà Cú/sinh thái nội địa,Thác 9 tầng Đa Mi Hàm Thuận Bắc Bình Thuận ảnh chính thức du lịch,Thác 9 tầng Đa Mi Hàm Thuận Bắc Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Thác 9 tầng Đa Mi Hàm Thuận Bắc Bình Thuận Wikimedia Commons,Thác 9 tầng Đa Mi Hàm Thuận Bắc Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0077,Chợ Mũi Né,Bình Thuận,Bình Thuận,Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Mũi Né.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Chợ Mũi Né Mũi Né Bình Thuận ảnh chính thức du lịch,Chợ Mũi Né Mũi Né Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Chợ Mũi Né Mũi Né Bình Thuận Wikimedia Commons,Chợ Mũi Né Mũi Né Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0084,Bãi biển Hòa Thắng,Bình Thuận,Bình Thuận,Bắc Bình,"Hòa Thắng, Bắc Bình, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Bắc Bình.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Bãi biển Hòa Thắng Bắc Bình Bình Thuận ảnh chính thức du lịch,Bãi biển Hòa Thắng Bắc Bình Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Bãi biển Hòa Thắng Bắc Bình Bình Thuận Wikimedia Commons,Bãi biển Hòa Thắng Bắc Bình Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0085,Đồi cát Hòa Thắng,Bình Thuận,Bình Thuận,Bắc Bình,"Hòa Thắng, Bắc Bình, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Bắc Bình.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Đồi cát Hòa Thắng Bắc Bình Bình Thuận ảnh chính thức du lịch,Đồi cát Hòa Thắng Bắc Bình Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Đồi cát Hòa Thắng Bắc Bình Bình Thuận Wikimedia Commons,Đồi cát Hòa Thắng Bắc Bình Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0088,Bãi đá Ông Địa mở rộng,Bình Thuận,Bình Thuận,Hàm Tiến,"Hàm Tiến, Phan Thiết, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Hàm Tiến.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Bãi đá Ông Địa mở rộng Hàm Tiến Bình Thuận ảnh chính thức du lịch,Bãi đá Ông Địa mở rộng Hàm Tiến Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Bãi đá Ông Địa mở rộng Hàm Tiến Bình Thuận Wikimedia Commons,Bãi đá Ông Địa mở rộng Hàm Tiến Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0089,Hòn Rơm 2,Bình Thuận,Bình Thuận,Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Mũi Né.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Hòn Rơm 2 Mũi Né Bình Thuận ảnh chính thức du lịch,Hòn Rơm 2 Mũi Né Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Hòn Rơm 2 Mũi Né Bình Thuận Wikimedia Commons,Hòn Rơm 2 Mũi Né Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0090,Bãi Suối Nước,Bình Thuận,Bình Thuận,Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Mũi Né.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Bãi Suối Nước Mũi Né Bình Thuận ảnh chính thức du lịch,Bãi Suối Nước Mũi Né Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Bãi Suối Nước Mũi Né Bình Thuận Wikimedia Commons,Bãi Suối Nước Mũi Né Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0091,Khu du lịch Hòn Rơm,Bình Thuận,Bình Thuận,Mũi Né,"Mũi Né, Phan Thiết, Bình Thuận",nature,Thiên nhiên,Biển đảo/đồi cát/rừng núi/sinh thái,Điểm biển đảo/đồi cát/rừng núi/sinh thái tiêu biểu tại Mũi Né.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Khu du lịch Hòn Rơm Mũi Né Bình Thuận ảnh chính thức du lịch,Khu du lịch Hòn Rơm Mũi Né Bình Thuận Biển đảo/đồi cát/rừng núi/sinh thái ảnh địa điểm du lịch,Khu du lịch Hòn Rơm Mũi Né Bình Thuận Wikimedia Commons,Khu du lịch Hòn Rơm Mũi Né Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0015,Tháp nước Phan Thiết,Bình Thuận,Bình Thuận,Phan Thiết,"Phan Thiết, Bình Thuận",culture,Văn hóa,Di tích lịch sử/bảo tàng,Điểm di tích lịch sử/bảo tàng tiêu biểu tại Phan Thiết.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Tháp nước Phan Thiết Phan Thiết Bình Thuận ảnh chính thức du lịch,Tháp nước Phan Thiết Phan Thiết Bình Thuận Di tích lịch sử/bảo tàng ảnh địa điểm du lịch,Tháp nước Phan Thiết Phan Thiết Bình Thuận Wikimedia Commons,Tháp nước Phan Thiết Phan Thiết Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0017,Trường Dục Thanh,Bình Thuận,Bình Thuận,Phan Thiết,"Phan Thiết, Bình Thuận",culture,Văn hóa,Di tích lịch sử/bảo tàng,Điểm di tích lịch sử/bảo tàng tiêu biểu tại Phan Thiết.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Trường Dục Thanh Phan Thiết Bình Thuận ảnh chính thức du lịch,Trường Dục Thanh Phan Thiết Bình Thuận Di tích lịch sử/bảo tàng ảnh địa điểm du lịch,Trường Dục Thanh Phan Thiết Bình Thuận Wikimedia Commons,Trường Dục Thanh Phan Thiết Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0018,Bảo tàng Hồ Chí Minh chi nhánh Bình Thuận,Bình Thuận,Bình Thuận,Phan Thiết,"Phan Thiết, Bình Thuận",culture,Văn hóa,Di tích lịch sử/bảo tàng,Điểm di tích lịch sử/bảo tàng tiêu biểu tại Phan Thiết.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Bảo tàng Hồ Chí Minh chi nhánh Bình Thuận Phan Thiết Bình Thuận ảnh chính thức du lịch,Bảo tàng Hồ Chí Minh chi nhánh Bình Thuận Phan Thiết Bình Thuận Di tích lịch sử/bảo tàng ảnh địa điểm du lịch,Bảo tàng Hồ Chí Minh chi nhánh Bình Thuận Phan Thiết Bình Thuận Wikimedia Commons,Bảo tàng Hồ Chí Minh chi nhánh Bình Thuận Phan Thiết Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0019,Bảo tàng Bình Thuận,Bình Thuận,Bình Thuận,Phan Thiết,"Phan Thiết, Bình Thuận",culture,Văn hóa,Di tích lịch sử/bảo tàng,Điểm di tích lịch sử/bảo tàng tiêu biểu tại Phan Thiết.,3.9,7.8,supporting,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Bảo tàng Bình Thuận Phan Thiết Bình Thuận ảnh chính thức du lịch,Bảo tàng Bình Thuận Phan Thiết Bình Thuận Di tích lịch sử/bảo tàng ảnh địa điểm du lịch,Bảo tàng Bình Thuận Phan Thiết Bình Thuận Wikimedia Commons,Bảo tàng Bình Thuận Phan Thiết Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
BT_0024,Lầu Ông Hoàng,Bình Thuận,Bình Thuận,Phan Thiết,"Phú Hài, Phan Thiết, Bình Thuận",culture,Văn hóa,Di tích lịch sử/bảo tàng,Điểm di tích lịch sử/bảo tàng tiêu biểu tại Phan Thiết.,4.5,9.0,main,1,[],https://vietnam.travel/places-to-go/south-central-coast/phan-thiet,Vietnam Tourism; Cổng thông tin du lịch Bình Thuận; tổng hợp nguồn công khai,Bình Thuận - Phan Thiết/Mũi Né/Bàu Trắng,Lầu Ông Hoàng Phan Thiết Bình Thuận ảnh chính thức du lịch,Lầu Ông Hoàng Phan Thiết Bình Thuận Di tích lịch sử/bảo tàng ảnh địa điểm du lịch,Lầu Ông Hoàng Phan Thiết Bình Thuận Wikimedia Commons,Lầu Ông Hoàng Phan Thiết Bình Thuận site:vietnam.travel OR site:vietnamtourism.gov.vn OR site:*.gov.vn,"Chỉ dùng image_url trực tiếp .jpg/.png/.webp; không dùng trang HTML, ảnh random, placeholder; phải ghi nguồn/credit."
