place_id,name,province,category_main,category_sub,app_category
BDI_0001,Kỳ Co,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0051,Sông Kút Hầm Hô,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0036,Tháp Bánh Ít,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0024,Tháp Đôi Quy Nhơn,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0009,Bãi Dứa Nhơn Lý,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0018,Bãi Trứng,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0021,Bãi Xép Quy Nhơn,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0070,Bãi biển Hoài Hải,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0066,Bãi biển Lộ Diêu,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0063,Bãi biển Mỹ Thọ,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0007,Bãi biển Nhơn Lý,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0016,Bãi biển Quy Nhơn,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0060,Bãi biển Đề Gi,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0076,Bản làng An Toàn,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0030,Bảo tàng Bình Định,Bình Định,Văn hóa,Di tích lịch sử/bảo tàng,culture
BDI_0044,Chùa Linh Phong Ông Núi,Bình Định,Tâm linh,Chùa/thiền viện,religious
BDI_0025,Chùa Long Khánh Quy Nhơn,Bình Định,Tâm linh,Chùa/thiền viện,religious
BDI_0026,Chùa Minh Tịnh,Bình Định,Tâm linh,Chùa/thiền viện,religious
BDI_0037,Chùa Thiên Hưng,Bình Định,Tâm linh,Chùa/thiền viện,religious
BDI_0065,Chợ Phù Mỹ,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0080,Chợ Quy Nhơn,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0031,Chợ Đầm Quy Nhơn,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0032,Chợ đêm Quy Nhơn,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0020,Dốc Mộng Cầm,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0005,FLC Quy Nhơn Beach & Golf Resort,Bình Định,Giải trí,Khu du lịch/công viên/check-in,checkin
BDI_0004,FLC Zoo Safari Park Quy Nhơn,Bình Định,Giải trí,Khu du lịch/công viên/check-in,checkin
BDI_0015,Hòn Khô,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0057,Hồ Định Bình,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0072,Khu căn cứ Núi Bà,Bình Định,Văn hóa,Di tích lịch sử/bảo tàng,culture
BDI_0075,Khu du lịch sinh thái An Toàn,Bình Định,Giải trí,Khu du lịch/công viên/check-in,checkin
BDI_0056,Khu du lịch sinh thái Vĩnh Sơn,Bình Định,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
BDI_0035,Khu sinh thái Cồn Chim Thị Nại,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0079,Làng Hà Văn Trên,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0059,Làng K3 Vĩnh Sơn,Bình Định,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
BDI_0082,Làng bún Song Thằn An Thái,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0022,Làng chài Bãi Xép,Bình Định,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
BDI_0014,Làng chài Nhơn Hải,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0008,Làng chài Nhơn Lý,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0069,Làng nghề dừa Tam Quan,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0041,Làng nón ngựa Phú Gia,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0084,Làng rèn Tây Phương Danh,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0040,Làng rượu Bàu Đá,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0083,Làng tiện gỗ Nhơn Hậu,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0062,Mũi Vi Rồng,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0019,Mộ Hàn Mặc Tử,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0027,Nhà thờ Chính tòa Quy Nhơn,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0028,Quảng trường Nguyễn Tất Thành,Bình Định,Văn hóa,Di tích lịch sử/bảo tàng,culture
BDI_0078,Suối Tà Má,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0074,Suối nước nóng Hội Vân,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0068,Tam Quan Bắc làng chài,Bình Định,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BDI_0038,Thành Hoàng Đế,Bình Định,Văn hóa,Di tích lịch sử/bảo tàng,culture
BDI_0058,Thác K50 Bình Định,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0077,Thác Đổ An Lão,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0052,Thác Đổ Tây Sơn,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0039,Tháp Cánh Tiên,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0054,Tháp Dương Long,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0055,Tháp Thủ Thiện,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0045,Tượng Phật ngồi chùa Ông Núi,Bình Định,Tâm linh,Chùa/thiền viện,religious
BDI_0029,Tượng đài Nguyễn Tất Thành - Nguyễn Sinh Sắc,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0034,Đầm Thị Nại,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0064,Đầm Trà Ổ,Bình Định,Thiên nhiên,Biển đảo/rừng/hồ thác/sinh thái,beach
BDI_0047,Đền thờ Tây Sơn Tam Kiệt,Bình Định,Tâm linh,Đền/miếu/đình/tháp/lăng,religious
BDI_0049,Cây me cổ thụ Tây Sơn,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0061,Cảng cá Đề Gi,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0033,Cầu Thị Nại,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0048,Giếng nước xưa Tây Sơn,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0067,Gành đá Lộ Diêu,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0073,Núi Bà Bình Định,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0081,Phố ẩm thực Quy Nhơn,Bình Định,Ẩm thực,Khu ẩm thực/đặc sản,food
BDI_0003,Tịnh xá Ngọc Hòa,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0053,Đàn tế Trời Đất,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0071,Đèo An Khê,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BDI_0006,Đồi cát Phương Mai,Bình Định,Di tích,Điểm tham quan văn hóa,heritage
BL_0018,Biển nhân tạo Nhà Mát,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0019,Bãi biển Nhà Mát,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0011,Chùa Xiêm Cán,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0012,Cánh đồng điện gió Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0060,Cầu cảng Nhà Mát,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0014,Cầu dẫn điện gió Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0017,Khu du lịch Nhà Mát,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0002,Khu lưu niệm nhạc sĩ Cao Văn Lầu,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0013,Khu điện gió Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0001,Nhà Công tử Bạc Liêu,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0005,Nhà hát Cao Văn Lầu,Bạc Liêu,Di tích,Điểm tham quan văn hóa,heritage
BL_0015,Quan Âm Phật Đài Bạc Liêu,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0023,Sân chim Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0038,Biển Gành Hào,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0059,Bãi bồi ven biển Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0006,Bảo tàng Bạc Liêu,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0047,Chùa Buppharam Bạc Liêu,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0045,Chùa Cù Lao Bạc Liêu,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0046,Chùa Ghositaram,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0026,Chùa Giác Hoa,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0027,Chùa Hưng Thiện,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0048,Chùa Khmer Komphisako,Bạc Liêu,Tâm linh,Chùa/thiền viện,religious
BL_0008,Chợ Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0064,Chợ Giá Rai,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0036,Chợ Gành Hào,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0050,Chợ Hồng Dân,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0049,Chợ Phước Long Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0009,Chợ đêm Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0056,Cánh đồng lúa Hồng Dân,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0034,Cánh đồng muối Đông Hải,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0065,Cánh đồng tôm - lúa Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,nature
BL_0041,Công viên Trần Huỳnh Bạc Liêu,Bạc Liêu,Giải trí,Công viên/khu vui chơi/check-in,checkin
BL_0061,Công viên văn hóa Trần Huỳnh,Bạc Liêu,Giải trí,Công viên/khu vui chơi/check-in,checkin
BL_0035,Cửa biển Gành Hào,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0030,Di tích căn cứ Cái Chanh,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0044,Di tích tháp Vĩnh Hưng,Bạc Liêu,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
BL_0063,Di tích Đồng Nọc Nạng,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0025,Khu bảo tồn loài - sinh cảnh vườn chim Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0029,Khu căn cứ Cái Chanh,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0042,Khu du lịch sinh thái Bạc Liêu Farm,Bạc Liêu,Giải trí,Công viên/khu vui chơi/check-in,checkin
BL_0040,Khu du lịch sinh thái Hồ Nam,Bạc Liêu,Giải trí,Công viên/khu vui chơi/check-in,checkin
BL_0022,Khu mộ Cha Phanxicô Trương Bửu Diệp,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0037,Làng chài Gành Hào,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0055,Làng nghề bánh tằm Ngan Dừa,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0033,Làng nghề làm muối Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0054,Làng nghề đan đát Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0039,Lăng Ông Nam Hải Gành Hào,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0016,Mẹ Nam Hải Bạc Liêu,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0021,Nhà thờ Cha Diệp,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0020,Nhà thờ Tắc Sậy,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0003,Quảng trường Hùng Vương Bạc Liêu,Bạc Liêu,Giải trí,Công viên/khu vui chơi/check-in,checkin
BL_0058,Rừng phòng hộ ven biển Bạc Liêu,Bạc Liêu,Thiên nhiên,Sông nước/biển/rừng ngập mặn,beach
BL_0024,Vườn chim Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0057,Vườn chim Lập Điền,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0032,Vườn nhãn Hiệp Thành,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0031,Vườn nhãn cổ Bạc Liêu,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0051,Vườn sinh thái Phước Long,Bạc Liêu,Văn hóa cộng đồng,Chợ/làng nghề/miệt vườn,culture
BL_0028,Đền thờ Bác Hồ Bạc Liêu,Bạc Liêu,Tâm linh,Đền/miếu/đình/lăng,religious
BL_0007,Đồng hồ đá Thái Dương,Bạc Liêu,Văn hóa,Di tích lịch sử/bảo tàng,culture
BL_0004,Biểu tượng cây đàn kìm Bạc Liêu,Bạc Liêu,Di tích,Điểm tham quan văn hóa,heritage
BL_0053,Cầu Võ Thị Sáu Bạc Liêu,Bạc Liêu,Di tích,Điểm tham quan văn hóa,heritage
BL_0010,Khu ẩm thực đêm Bạc Liêu,Bạc Liêu,Ẩm thực,Khu ẩm thực/đặc sản,food
BL_0052,Kênh xáng Bạc Liêu,Bạc Liêu,Di tích,Điểm tham quan văn hóa,heritage
BL_0062,Nhà hát ba nón lá Bạc Liêu,Bạc Liêu,Di tích,Điểm tham quan văn hóa,heritage
BL_0043,Tháp cổ Vĩnh Hưng,Bạc Liêu,Thiên nhiên,Biển đảo/rừng núi/sinh thái,beach
BG_0028,Chùa Bổ Đà,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0002,Chùa Hạ Tây Yên Tử,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0003,Chùa Thượng Tây Yên Tử,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0026,Chùa Vĩnh Nghiêm,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0004,Cáp treo Tây Yên Tử,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0018,Hồ Cấm Sơn Bắc Giang,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0016,Hồ Khuôn Thần,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0006,Khu bảo tồn thiên nhiên Tây Yên Tử,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0035,Khu di tích chiến thắng Xương Giang,Bắc Giang,Văn hóa,Di tích lịch sử/bảo tàng,culture
BG_0048,Khu di tích khởi nghĩa Yên Thế,Bắc Giang,Văn hóa,Di tích lịch sử/bảo tàng,culture
BG_0011,Khu du lịch Suối Mỡ,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0019,Khu du lịch hồ Cấm Sơn,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0017,Khu du lịch sinh thái Khuôn Thần,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0001,Khu du lịch tâm linh - sinh thái Tây Yên Tử,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,religious
BG_0027,Mộc bản chùa Vĩnh Nghiêm,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0015,Thác Suối Mỡ,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0029,Vườn tháp chùa Bổ Đà,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0050,Đình Hả Yên Thế,Bắc Giang,Di tích,Đình làng,heritage
BG_0012,Đền Hạ Suối Mỡ,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0058,Đền Suối Mỡ,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0014,Đền Thượng Suối Mỡ,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0013,Đền Trung Suối Mỡ,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0036,Đền Xương Giang,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0008,Bản Gà,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0064,Bản Mậu Sơn Bắc Giang,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0059,Bản Ven,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0037,Bảo tàng tỉnh Bắc Giang,Bắc Giang,Văn hóa,Di tích lịch sử/bảo tàng,culture
BG_0023,Chùa Am Vãi,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0069,Chùa Cao Lục Nam,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0077,Chùa Dĩnh Kế,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0043,Chùa Kem,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0078,Chùa Phúc Quang,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0080,Chùa Y Sơn,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0063,Chùa Đồng Thông,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0057,Chùa Đức La,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0087,Chợ phiên Cao Thượng,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0039,Công viên Hoàng Hoa Thám,Bắc Giang,Văn hóa,Di tích lịch sử/bảo tàng,culture
BG_0070,Hồ Suối Nứa,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0082,Khu di tích Hoàng Vân,Bắc Giang,Văn hóa,Di tích lịch sử/bảo tàng,culture
BG_0030,Làng Thổ Hà,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0060,Làng chè Bản Ven,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0033,Làng gốm Thổ Hà,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0086,Làng nghề bánh đa Kế,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0032,Làng nghề bánh đa nem Thổ Hà,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0053,Làng nghề mây tre đan Tăng Tiến,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0022,Làng nghề mỳ Chũ,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0074,Làng nghề mỳ Kế,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0052,Làng nghề rượu làng Vân,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0088,Làng nghề tương La,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0055,Làng quan họ Sen Hồ,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0054,Làng quan họ cổ Nội Ninh,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0024,Núi Am Vãi,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0045,Núi Nham Biền,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0005,Rừng nguyên sinh Khe Rỗ,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0010,Suối Nước Vàng,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0044,Thiền viện Trúc Lâm Phượng Hoàng,Bắc Giang,Tâm linh,Chùa/thiền viện,religious
BG_0009,Thác Ba Tia,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0065,Thác Đồng Cao,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,mountain
BG_0072,Vườn vải Hồng Giang,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0083,Đền Dành,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0025,Đền Hả,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0042,Đền Tân Ninh,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0068,Đền Từ Hả,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0047,Đền thờ Hoàng Hoa Thám,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0089,Đền thờ Trạng nguyên Giáp Hải,Bắc Giang,Tâm linh,Đền/phủ/miếu,religious
BG_0061,Đồi chè Bản Ven,Bắc Giang,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BG_0049,Đồn Phồn Xương,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0007,Đồng Cao,Bắc Giang,Thiên nhiên,Danh thắng/sinh thái,nature
BG_0081,ATK II Hiệp Hòa,Bắc Giang,Di tích,Điểm tham quan văn hóa,heritage
BG_0066,Chợ An Châu,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0021,Chợ Chũ,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0051,Chợ Cầu Gồ,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0075,Chợ Kế,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0067,Chợ Lục Nam,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0040,Chợ Thương Bắc Giang,Bắc Giang,Làng nghề,Trải nghiệm văn hóa,culture
BG_0073,Chợ vải Lục Ngạn,Bắc Giang,Ẩm thực,Chợ/đặc sản,food
BG_0084,Cây Dã Hương Tiên Lục,Bắc Giang,Làng nghề,Trải nghiệm văn hóa,culture
BG_0062,Khu du lịch sinh thái Đồng Thông,Bắc Giang,Di tích,Điểm tham quan văn hóa,heritage
BG_0038,Quảng trường 3/2 Bắc Giang,Bắc Giang,Giải trí,Công viên/khu vui chơi,checkin
BG_0046,Sân golf Yên Dũng,Bắc Giang,Giải trí,Công viên/khu vui chơi,checkin
BG_0041,Vincom Plaza Bắc Giang,Bắc Giang,Giải trí,Công viên/khu vui chơi,checkin
BG_0071,Vườn vải Thanh Hải,Bắc Giang,Di tích,Điểm tham quan văn hóa,heritage
BG_0020,Vườn vải thiều Lục Ngạn,Bắc Giang,Làng nghề,Trải nghiệm văn hóa,culture
BG_0034,Đình Bảng Bắc Giang,Bắc Giang,Di tích,Đình làng,heritage
BG_0076,Đình Dĩnh Kế,Bắc Giang,Di tích,Đình làng,heritage
BG_0079,Đình Lỗ Hạnh,Bắc Giang,Di tích,Đình làng,heritage
BG_0056,Đình Nội Ninh,Bắc Giang,Di tích,Đình làng,heritage
BG_0031,Đình Thổ Hà,Bắc Giang,Di tích,Đình làng,heritage
BG_0085,Đình Tiên Lục,Bắc Giang,Di tích,Đình làng,heritage
BK_0006,Ao Tiên Ba Bể,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0003,Bản Pác Ngòi,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0036,Bản Pác Ngòi Na Rì,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0016,Chợ Nam Cường Ba Bể,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0002,Hồ Ba Bể,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0031,Khu bảo tồn thiên nhiên Kim Hỷ,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0020,Khu di tích ATK Chợ Đồn,Bắc Kạn,Văn hóa,Di tích lịch sử/bảo tàng,culture
BK_0017,Khu du lịch sinh thái Ba Bể,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0055,Làng nghề thổ cẩm Ba Bể,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0001,Vườn quốc gia Ba Bể,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0008,Động Hua Mạ,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0032,Động Nàng Tiên,Bắc Kạn,Thiên nhiên,Danh thắng/sinh thái,nature
BK_0004,Bản Bó Lù,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0023,Bản Ca,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0015,Bản Cám,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0064,Bản Cốc Lùng Pác Nặm,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0005,Bản Cốc Tộc,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0051,Bản Khuổi Linh,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
BK_0059,Bản du lịch cộng đồng Bó Lù,Bắc Kạn,Văn hóa cộng đồng,Bản làng/chợ phiên,culture
